id,cate_id,word,label,tag
59,3202,kính,material,B-material
59,3202,cường,material,I-material
59,3202,lực,material,E-material
59,3202,cho,target,B-target
59,3202,máy,target,I-target
59,3202,samsung,target,I-target
59,3202,galaxy,target,I-target
59,3202,j2,target,E-target
59,3202,-,None,O-None
59,3202,dễ,pattern,B-pattern
59,3202,thương,pattern,I-pattern
59,3202,muốn,pattern,I-pattern
59,3202,xỉu,pattern,E-pattern
59,3202,ms,name,B-name
59,3202,cute065,name,E-name
60,3212,siêu,None,O-None
60,3212,rẻ,None,O-None
60,3212,sạc,type,B-type
60,3212,dự,subtype,B-subtype
60,3212,phòng,subtype,E-subtype
60,3212,siêu,None,O-None
60,3212,mỏng,form,B-form
60,3212,dl,None,O-None
60,3212,khủng,None,O-None
60,3212,12000mah,numunit,B-numunit
60,3212,dj9z,name,B-name
61,3212,sạc,type,B-type
61,3212,dự,subtype,B-subtype
61,3212,phòng,subtype,E-subtype
61,3212,sạc,misc,B-misc
61,3212,nhanh,misc,E-misc
61,3212,remax,brand,B-brand
61,3212,rpp107,name,B-name
61,3212,10000mah,numunit,B-numunit
61,3212,-,None,O-None
61,3212,hàng,origin,B-origin
61,3212,chính,origin,I-origin
61,3212,hãng,origin,E-origin
62,3212,sạc,type,B-type
62,3212,dự,subtype,B-subtype
62,3212,phòng,subtype,E-subtype
62,3212,12,numunit,B-numunit
62,3212,000,numunit,I-numunit
62,3212,mah,numunit,E-numunit
62,3212,powerbank,brand,B-brand
62,3212,nhập,origin,B-origin
62,3212,khẩu,origin,E-origin
62,3212,cao,None,O-None
62,3212,cấp,None,O-None
62,3212,nhanh,None,O-None
62,3212,đầy,None,O-None
62,3212,pf61,name,B-name
63,3212,pin,None,O-None
63,3212,sạc,None,O-None
63,3212,dự,None,O-None
63,3212,phòng,None,O-None
63,3212,hoco,brand,B-brand
63,3212,j55,name,B-name
63,3212,10000mah,numunit,B-numunit
63,3212,lõi,misc,B-misc
63,3212,li-polymer,material,B-material
63,3212,2,misc,B-misc
63,3212,cổng,misc,I-misc
63,3212,sạc,misc,I-misc
63,3212,input,misc,I-misc
63,3212,và,misc,I-misc
63,3212,output,misc,E-misc
63,3212,-,None,O-None
63,3212,phân,origin,B-origin
63,3212,phối,origin,I-origin
63,3212,chính,origin,I-origin
63,3212,hãng,origin,E-origin
64,3212,bộ,type,B-type
64,3212,pin,type,E-type
64,3212,sạc,type,B-type
64,3212,dự,subtype,B-subtype
64,3212,phòng,subtype,E-subtype
64,3212,cao,None,O-None
64,3212,cấp,None,O-None
64,3212,10,numunit,B-numunit
64,3212,000mah,numunit,E-numunit
64,3212,chính,origin,B-origin
64,3212,hãng,origin,E-origin
64,3212,hoco,brand,B-brand
64,3212,mã,name,B-name
64,3212,sản,name,I-name
64,3212,phẩm,name,I-name
64,3212,j25,name,E-name
65,3212,sạc,type,B-type
65,3212,nhanh,subtype,B-subtype
65,3212,htc,brand,B-brand
65,3212,u,name,B-name
65,3212,ultra,name,I-name
65,3212,type-c,name,I-name
65,3212,quick,name,I-name
65,3212,charge,name,I-name
65,3212,3,name,I-name
65,3212,0,name,E-name
65,3212,-,None,O-None
65,3212,hàng,origin,B-origin
65,3212,nhập,origin,I-origin
65,3212,khẩu,origin,E-origin
66,3212,sạc,type,B-type
66,3212,dự,subtype,B-subtype
66,3212,phòng,subtype,E-subtype
66,3212,yoobao,brand,B-brand
66,3212,s8,name,B-name
66,3212,plus,name,E-name
66,3212,20000mah,numunit,B-numunit
66,3212,-,None,O-None
66,3212,tặng,None,O-None
66,3212,túi,attach,B-attach
66,3212,đựng,attach,I-attach
66,3212,pin,attach,E-attach
66,3212,siêu,None,O-None
66,3212,đẹp,None,O-None
67,3212,pin,type,B-type
67,3212,sạc,type,E-type
67,3212,dự,subtype,B-subtype
67,3212,phòng,subtype,E-subtype
67,3212,20000mah,numunit,B-numunit
67,3212,romoss,brand,B-brand
67,3212,simple,name,B-name
67,3212,20,name,E-name
67,3212,hỗ,None,O-None
67,3212,trợ,None,O-None
67,3212,3,misc,B-misc
67,3212,cổng,misc,I-misc
67,3212,input,misc,I-misc
67,3212,micro,misc,I-misc
67,3212,lightning,misc,I-misc
67,3212,type,misc,I-misc
67,3212,c,misc,E-misc
68,3212,remax,brand,B-brand
68,3212,flinc,name,B-name
68,3212,series,name,I-name
68,3212,ru,name,I-name
68,3212,u29,name,E-name
68,3212,2usb,numunit,B-numunit
68,3212,2,numunit,B-numunit
68,3212,1a,numunit,E-numunit
68,3212,hàng,origin,B-origin
68,3212,chính,origin,I-origin
68,3212,hãng,origin,E-origin
69,3212,pin,type,B-type
69,3212,sạc,type,E-type
69,3212,dự,subtype,B-subtype
69,3212,phòng,subtype,E-subtype
69,3212,energizer,brand,B-brand
69,3212,10,numunit,B-numunit
69,3212,000mah,numunit,E-numunit
69,3212,luxury,name,B-name
69,3212,leather,name,I-name
69,3212,-,name,I-name
69,3212,ue10009,name,E-name
70,3212,sạc,type,B-type
70,3212,usb,subtype,B-subtype
70,3212,trên,subtype,B-subtype
70,3212,xe,subtype,I-subtype
70,3212,ô,subtype,I-subtype
70,3212,tô,subtype,E-subtype
70,3212,2,numunit,B-numunit
70,3212,cổng,numunit,E-numunit
70,3212,2,numunit,B-numunit
70,3212,1a,numunit,E-numunit
70,3212,và,None,O-None
70,3212,1a,numunit,B-numunit
70,3212,orico,brand,B-brand
70,3212,ucm-2u,name,B-name
71,3212,sạc,type,B-type
71,3212,dự,subtype,B-subtype
71,3212,phòng,subtype,E-subtype
71,3212,voi,name,B-name
71,3212,siêu,None,O-None
71,3212,nhanh,None,O-None
71,3212,pd,name,B-name
71,3212,22,numunit,B-numunit
71,3212,5w,numunit,E-numunit
71,3212,chính,origin,B-origin
71,3212,hãng,origin,E-origin
71,3212,wk,brand,B-brand
71,3212,design,name,B-name
71,3212,wp,name,I-name
71,3212,121,name,I-name
71,3212,wp,name,I-name
71,3212,123,name,E-name
72,3212,pin,type,B-type
72,3212,sạc,type,E-type
72,3212,dự,subtype,B-subtype
72,3212,phòng,subtype,E-subtype
72,3212,hoco,brand,B-brand
72,3212,b20a,name,B-name
72,3212,20000mah,numunit,B-numunit
72,3212,-,None,O-None
72,3212,màn,misc,B-misc
72,3212,hình,misc,I-misc
72,3212,lcd,misc,E-misc
72,3212,hàng,origin,B-origin
72,3212,chính,origin,I-origin
72,3212,hãng,origin,E-origin
72,3212,-,None,O-None
72,3212,bảo,None,O-None
72,3212,hành,None,O-None
72,3212,toàn,None,O-None
72,3212,quốc,None,O-None
73,3212,sạc,type,B-type
73,3212,dự,subtype,B-subtype
73,3212,phòng,subtype,E-subtype
73,3212,hoco,brand,B-brand
73,3212,j39,name,B-name
73,3212,hỗ,misc,B-misc
73,3212,trợ,misc,I-misc
73,3212,sạc,misc,I-misc
73,3212,nhanh,misc,E-misc
73,3212,qc3,misc,B-misc
73,3212,0,misc,E-misc
73,3212,-,None,O-None
73,3212,10,numunit,B-numunit
73,3212,000,numunit,I-numunit
73,3212,mah,numunit,E-numunit
74,3212,pin,type,B-type
74,3212,sạc,type,E-type
74,3212,dự,subtype,B-subtype
74,3212,phòng,subtype,E-subtype
74,3212,xiaomi,brand,B-brand
74,3212,type,misc,B-misc
74,3212,c,misc,E-misc
74,3212,18w,numunit,B-numunit
74,3212,10000mah,numunit,B-numunit
74,3212,gen,name,B-name
74,3212,3,name,I-name
74,3212,pro,name,E-name
74,3212,-,None,O-None
74,3212,bảo,numunit,B-numunit
74,3212,hành,numunit,I-numunit
74,3212,6,numunit,I-numunit
74,3212,tháng,numunit,E-numunit
74,3212,-,None,O-None
74,3212,shop,None,O-None
74,3212,thế,None,O-None
74,3212,giới,None,O-None
74,3212,điện,None,O-None
74,3212,máy,None,O-None
74,3212,-,None,O-None
74,3212,được,None,O-None
74,3212,kiểm,None,O-None
74,3212,hàng,None,O-None
75,3212,sạc,type,B-type
75,3212,dự,subtype,B-subtype
75,3212,phòng,subtype,E-subtype
75,3212,hoco,brand,B-brand
75,3212,b31c,name,B-name
75,3212,5200mah,numunit,B-numunit
75,3212,2,numunit,B-numunit
75,3212,cổng,numunit,I-numunit
75,3212,sạc,numunit,E-numunit
75,3212,-,None,O-None
75,3212,chính,origin,B-origin
75,3212,hãng,origin,E-origin
76,3212,sạc,type,B-type
76,3212,dự,subtype,B-subtype
76,3212,phòng,subtype,E-subtype
76,3212,iphone,target,B-target
76,3212,android,target,E-target
76,3212,hoco,brand,B-brand
76,3212,b35d,name,B-name
76,3212,5000,numunit,B-numunit
76,3212,mah,numunit,E-numunit
76,3212,siêu,form,B-form
76,3212,mỏng,form,E-form
77,3212,củ,type,B-type
77,3212,sạc,type,E-type
77,3212,nhanh,subtype,B-subtype
77,3212,2,numunit,B-numunit
77,3212,cổng,numunit,E-numunit
77,3212,1,None,O-None
77,3212,lúc,None,O-None
77,3212,chuẩn,misc,B-misc
77,3212,q3,misc,I-misc
77,3212,0,misc,E-misc
77,3212,30w,numunit,B-numunit
77,3212,cho,target,B-target
77,3212,laptop,target,I-target
77,3212,macbook,target,I-target
77,3212,andoid,target,E-target
77,3212,1,numunit,B-numunit
77,3212,usb,numunit,E-numunit
77,3212,1,numunit,B-numunit
77,3212,type,numunit,I-numunit
77,3212,c,numunit,E-numunit
77,3212,kèm,None,O-None
77,3212,1,numunit,B-numunit
77,3212,dây,numunit,I-numunit
77,3212,2,numunit,I-numunit
77,3212,đầu,numunit,E-numunit
77,3212,baseus,brand,B-brand
78,3212,củ,type,B-type
78,3212,sạc,type,E-type
78,3212,nhanh,numunit,B-numunit
78,3212,3,numunit,B-numunit
78,3212,cổng,numunit,I-numunit
78,3212,usb,numunit,E-numunit
78,3212,3a,numunit,B-numunit
78,3212,hoco,brand,B-brand
78,3212,c15,name,B-name
78,3212,có,None,O-None
78,3212,led,attach,B-attach
78,3212,hiển,attach,I-attach
78,3212,thị,attach,I-attach
78,3212,dòng,attach,I-attach
78,3212,điện,attach,E-attach
78,3212,bảo,numunit,B-numunit
78,3212,hành,numunit,I-numunit
78,3212,12,numunit,I-numunit
78,3212,tháng,numunit,E-numunit
78,3212,c15,None,O-None
78,3212,t,None,O-None
79,3212,bộ,type,B-type
79,3212,sạc,type,E-type
79,3212,nhanh,subtype,B-subtype
79,3212,full,attach,B-attach
79,3212,box,attach,E-attach
79,3212,cho,target,B-target
79,3212,samsung,target,I-target
79,3212,galaxy,target,I-target
79,3212,note,target,I-target
79,3212,8,target,E-target
79,3212,chính,origin,B-origin
79,3212,hãng,origin,E-origin
80,3212,combo,None,O-None
80,3212,bộ,type,B-type
80,3212,sạc,type,I-type
80,3212,pin,type,E-type
80,3212,đa,misc,B-misc
80,3212,năng,misc,E-misc
80,3212,jiabao,brand,B-brand
80,3212,a612,name,B-name
80,3212,+,None,O-None
80,3212,1,None,O-None
80,3212,vỉ,type,B-type
80,3212,pin,type,E-type
80,3212,sạc,subtype,B-subtype
80,3212,aa,name,B-name
80,3212,-,None,O-None
80,3212,pin,type,B-type
80,3212,tiểu,numunit,B-numunit
80,3212,2a,name,B-name
81,3212,pin,type,B-type
81,3212,sạc,type,E-type
81,3212,dự,subtype,B-subtype
81,3212,phòng,subtype,E-subtype
81,3212,2,numunit,B-numunit
81,3212,cổng,numunit,I-numunit
81,3212,usb,numunit,E-numunit
81,3212,hoco,brand,B-brand
81,3212,b36,name,B-name
81,3212,dung,numunit,B-numunit
81,3212,lượng,numunit,I-numunit
81,3212,13,numunit,I-numunit
81,3212,000mah,numunit,E-numunit
82,3212,pin,type,B-type
82,3212,sạc,type,E-type
82,3212,dự,subtype,B-subtype
82,3212,phòng,subtype,E-subtype
82,3212,cát,None,O-None
82,3212,thái,None,O-None
82,3212,l8,name,B-name
82,3212,tianshu,name,B-name
82,3212,dung,numunit,B-numunit
82,3212,lượng,numunit,I-numunit
82,3212,lớn,numunit,I-numunit
82,3212,20000mah,numunit,E-numunit
82,3212,sạc,misc,B-misc
82,3212,nhanh,misc,E-misc
82,3212,tốc,numunit,B-numunit
82,3212,độ,numunit,I-numunit
82,3212,2,numunit,I-numunit
82,3212,1a,numunit,E-numunit
82,3212,-,None,O-None
82,3212,bảo,numunit,B-numunit
82,3212,hành,numunit,I-numunit
82,3212,12,numunit,I-numunit
82,3212,tháng,numunit,E-numunit
83,3212,tẩu,type,B-type
83,3212,sạc,type,E-type
83,3212,nhanh,subtype,B-subtype
83,3212,thông,subtype,B-subtype
83,3212,minh,subtype,E-subtype
83,3212,hợp,material,B-material
83,3212,kim,material,I-material
83,3212,nhôm,material,E-material
83,3212,baseus,brand,B-brand
83,3212,2,numunit,B-numunit
83,3212,cổng,numunit,I-numunit
83,3212,usb,numunit,E-numunit
83,3212,ccall-ds,name,B-name
83,3212,-,None,O-None
83,3212,cốc,type,B-type
83,3212,sạc,type,E-type
83,3212,xe,subtype,B-subtype
83,3212,hơi,subtype,E-subtype
83,3212,-,None,O-None
83,3212,hàng,origin,B-origin
83,3212,chính,origin,I-origin
83,3212,hãng,origin,E-origin
83,3212,bảo,numunit,B-numunit
83,3212,hành,numunit,I-numunit
83,3212,6,numunit,I-numunit
83,3212,tháng,numunit,E-numunit
84,3212,pin,type,B-type
84,3212,sạc,type,E-type
84,3212,dự,subtype,B-subtype
84,3212,phòng,subtype,E-subtype
84,3212,keli,brand,B-brand
84,3212,k1,name,B-name
84,3212,-,None,O-None
84,3212,10000mah,numunit,B-numunit
84,3212,dung,None,O-None
84,3212,lượng,None,O-None
84,3212,chuẩn,None,O-None
84,3212,vỏ,attach,B-attach
84,3212,bọc,attach,E-attach
84,3212,da,material,B-material
84,3212,sang,None,O-None
84,3212,trọng,None,O-None
85,3212,ravpower,brand,B-brand
85,3212,rp-pb063,name,B-name
85,3212,14000mah,numunit,B-numunit
85,3212,pin,type,B-type
85,3212,sạc,type,E-type
85,3212,dự,subtype,B-subtype
85,3212,phòng,subtype,E-subtype
85,3212,kết,None,O-None
85,3212,hợp,None,O-None
85,3212,kích,type,B-type
85,3212,nổ,type,E-type
85,3212,ô,subtype,B-subtype
85,3212,tô,subtype,E-subtype
85,3212,1000a,numunit,B-numunit
85,3212,chuẩn,origin,B-origin
85,3212,eu,origin,E-origin
85,3212,51,numunit,B-numunit
85,3212,8wh,numunit,E-numunit
86,3212,pin,type,B-type
86,3212,sạc,type,E-type
86,3212,dự,subtype,B-subtype
86,3212,phòng,subtype,E-subtype
86,3212,energizer,brand,B-brand
86,3212,chiến,name,B-name
86,3212,binh,name,E-name
86,3212,10,numunit,B-numunit
86,3212,000mah,numunit,E-numunit
86,3212,lõi,attach,B-attach
86,3212,lithium,material,B-material
86,3212,polymer,material,E-material
86,3212,-,None,O-None
86,3212,ue10022,name,B-name
86,3212,-,None,O-None
86,3212,được,None,O-None
86,3212,kiểm,None,O-None
86,3212,hàng,None,O-None
87,3212,chia,type,B-type
87,3212,tẩu,type,I-type
87,3212,sạc,type,E-type
87,3212,ô,subtype,B-subtype
87,3212,tô,subtype,E-subtype
87,3212,cao,None,O-None
87,3212,cấp,None,O-None
87,3212,hyundai,brand,B-brand
87,3212,hy-18,name,B-name
87,3212,tích,None,O-None
87,3212,hợp,None,O-None
87,3212,3,numunit,B-numunit
87,3212,cổng,numunit,I-numunit
87,3212,usb,numunit,E-numunit
87,3212,và,None,O-None
87,3212,2,None,O-None
87,3212,cổng,numunit,B-numunit
87,3212,chia,numunit,I-numunit
87,3212,điện,numunit,E-numunit
87,3212,có,None,O-None
87,3212,đèn,attach,B-attach
87,3212,led,attach,I-attach
87,3212,báo,attach,I-attach
87,3212,acquy,attach,E-attach
88,3212,57,None,O-None
88,3212,sạc,type,B-type
88,3212,không,subtype,B-subtype
88,3212,dây,subtype,E-subtype
88,3212,tốc,misc,B-misc
88,3212,độ,misc,I-misc
88,3212,cao,misc,E-misc
88,3212,chính,origin,B-origin
88,3212,hãng,origin,E-origin
88,3212,cho,target,B-target
88,3212,điện,target,I-target
88,3212,thoại,target,E-target
88,3212,ugreen,brand,B-brand
88,3212,30570,name,B-name
88,3212,-,None,O-None
88,3212,chính,origin,B-origin
88,3212,hãng,origin,E-origin
89,3212,bộ,type,B-type
89,3212,cáp,type,I-type
89,3212,sạc,type,E-type
89,3212,liền,subtype,B-subtype
89,3212,cho,target,B-target
89,3212,samsung,target,I-target
89,3212,galaxy,target,E-target
89,3212,5v,numunit,B-numunit
89,3212,-,None,O-None
89,3212,2a,numunit,B-numunit
89,3212,có,None,O-None
89,3212,thêm,None,O-None
89,3212,cổng,attach,B-attach
89,3212,usb,attach,E-attach
90,3220,usb,type,B-type
90,3220,8g,numunit,B-numunit
90,3220,-,None,O-None
90,3220,chính,origin,B-origin
90,3220,hãng,origin,E-origin
90,3220,-bảo,None,O-None
90,3220,hành,None,O-None
90,3220,cty,None,O-None
90,3220,cao,None,O-None
90,3220,cấp,None,O-None
90,3220,siêu,None,O-None
90,3220,bền,None,O-None
90,3220,giá,None,O-None
90,3220,rẻ,None,O-None
91,3220,freeship,None,O-None
91,3220,usb,type,B-type
91,3220,usb,type,B-type
91,3220,32gb,numunit,B-numunit
91,3220,tốc,misc,B-misc
91,3220,độ,misc,I-misc
91,3220,3,misc,I-misc
91,3220,0,misc,E-misc
91,3220,-,None,O-None
91,3220,bảo,numunit,B-numunit
91,3220,hành,numunit,I-numunit
91,3220,2,numunit,I-numunit
91,3220,năm,numunit,E-numunit
92,3220,30,None,O-None
92,3220,hộp,type,B-type
92,3220,đựng,type,I-type
92,3220,ổ,type,I-type
92,3220,cứng,type,E-type
92,3220,gắn,subtype,B-subtype
92,3220,ngoài,subtype,E-subtype
92,3220,hdd,misc,B-misc
92,3220,box,misc,E-misc
92,3220,3,misc,B-misc
92,3220,0,misc,E-misc
92,3220,ssk,brand,B-brand
92,3220,he-g3000,name,B-name
92,3220,3,misc,B-misc
92,3220,5,misc,I-misc
92,3220,sata,misc,E-misc
92,3220,-,None,O-None
92,3220,ssk,brand,B-brand
92,3220,he-g3000,name,B-name
93,3220,chính,origin,B-origin
93,3220,hãng,origin,E-origin
93,3220,-,None,O-None
93,3220,thẻ,type,B-type
93,3220,nhớ,type,E-type
93,3220,kingston,brand,B-brand
93,3220,16gb,numunit,B-numunit
93,3220,class10,name,B-name
93,3220,microsd,misc,B-misc
93,3220,-,None,O-None
93,3220,tốc,misc,B-misc
93,3220,độ,misc,I-misc
93,3220,cao,misc,E-misc
93,3220,bảo,numunit,B-numunit
93,3220,hành,numunit,I-numunit
93,3220,5,numunit,I-numunit
93,3220,năm,numunit,E-numunit
94,3220,combo,None,O-None
94,3220,7,None,O-None
94,3220,tấm,type,B-type
94,3220,nhựa,material,B-material
94,3220,47,numunit,B-numunit
94,3220,47cm,numunit,E-numunit
94,3220,và,None,O-None
94,3220,14,None,O-None
94,3220,nhựa,material,B-material
94,3220,37,numunit,B-numunit
94,3220,47cm,numunit,E-numunit
94,3220,trắng,color,B-color
94,3220,bóng,color,I-color
94,3220,kính,color,E-color
94,3220,tặng,None,O-None
94,3220,kèm,None,O-None
94,3220,35,None,O-None
94,3220,chốt,None,O-None
94,3220,gắn,None,O-None
94,3220,-,None,O-None
94,3220,số,None,O-None
94,3220,lượng,None,O-None
94,3220,có,None,O-None
94,3220,hạn,None,O-None
95,3220,thẻ,type,B-type
95,3220,nhớ,type,E-type
95,3220,tốc,misc,B-misc
95,3220,độ,misc,I-misc
95,3220,cao,misc,E-misc
95,3220,class,name,B-name
95,3220,10,name,E-name
95,3220,chuyên,target,B-target
95,3220,dụng,target,I-target
95,3220,cho,target,I-target
95,3220,camera,target,I-target
95,3220,ip,target,I-target
95,3220,điện,target,I-target
95,3220,thoại,target,E-target
96,3220,đầu,type,B-type
96,3220,flash,type,I-type
96,3220,drive,type,E-type
96,3220,đọc,subtype,B-subtype
96,3220,thẻ,subtype,I-subtype
96,3220,nhớ,subtype,E-subtype
96,3220,đa,misc,B-misc
96,3220,năng,misc,E-misc
96,3220,dành,target,B-target
96,3220,cho,target,I-target
96,3220,iphone,target,I-target
96,3220,ipad,target,I-target
96,3220,android,target,I-target
96,3220,os,target,E-target
97,3220,thẻ,type,B-type
97,3220,nhớ,type,E-type
97,3220,sdhc,name,B-name
97,3220,sandisk,brand,B-brand
97,3220,-,None,O-None
97,3220,ultra,name,B-name
97,3220,32gb,numunit,B-numunit
97,3220,-,None,O-None
97,3220,dùng,target,B-target
97,3220,cho,target,I-target
97,3220,máy,target,I-target
97,3220,ảnh,target,E-target
98,3220,freeship,None,O-None
98,3220,99k,None,O-None
98,3220,toàn,None,O-None
98,3220,quốc,None,O-None
98,3220,tặng,None,O-None
98,3220,móc,None,O-None
98,3220,cài,None,O-None
98,3220,sườn,None,O-None
98,3220,khi,None,O-None
98,3220,mua,None,O-None
98,3220,kệ,type,B-type
98,3220,lưới,material,B-material
98,3220,ghép,misc,B-misc
98,3220,đa,misc,B-misc
98,3220,năng,misc,E-misc
98,3220,size,numunit,B-numunit
98,3220,37x37,numunit,E-numunit
98,3220,-,None,O-None
98,3220,chất,None,O-None
98,3220,nhất,None,O-None
98,3220,năm,None,O-None
98,3220,2020,None,O-None
99,3220,thẻ,type,B-type
99,3220,nhớ,type,E-type
99,3220,sd,misc,B-misc
99,3220,lexar,brand,B-brand
99,3220,professional,name,B-name
99,3220,128gb,numunit,B-numunit
99,3220,633x,name,B-name
99,3220,uhs-i,misc,B-misc
99,3220,class,misc,B-misc
99,3220,10,misc,E-misc
99,3220,sdxc,misc,B-misc
99,3220,u1,name,B-name
99,3220,95mbs,numunit,B-numunit
100,3220,usb,type,B-type
100,3220,16gb,numunit,B-numunit
100,3220,toshiba,brand,B-brand
100,3220,2,misc,B-misc
100,3220,0,misc,E-misc
100,3220,trắng,color,B-color
100,3220,chính,origin,B-origin
100,3220,hãng,origin,E-origin
100,3220,-,None,O-None
100,3220,fpt,origin,B-origin
100,3220,phân,origin,I-origin
100,3220,phối,origin,E-origin
101,3220,thẻ,type,B-type
101,3220,nhớ,type,E-type
101,3220,micro,misc,B-misc
101,3220,sd,misc,E-misc
101,3220,class,misc,B-misc
101,3220,10,misc,E-misc
101,3220,khai,None,O-None
101,3220,duy,None,O-None
101,3220,chính,origin,B-origin
101,3220,hãng,origin,E-origin
101,3220,--,None,O-None
101,3220,micro,misc,B-misc
101,3220,sdhc,misc,I-misc
101,3220,sdxc,misc,E-misc
101,3220,64gb,numunit,B-numunit
101,3220,32gb,numunit,B-numunit
101,3220,16gb,numunit,B-numunit
101,3220,8gb,numunit,B-numunit
101,3220,4gb,numunit,B-numunit
102,3220,thẻ,type,B-type
102,3220,nhớ,type,E-type
102,3220,chuyên,subtype,B-subtype
102,3220,dụng,subtype,E-subtype
102,3220,64g,numunit,B-numunit
102,3220,dss,brand,B-brand
102,3220,chuyên,target,B-target
102,3220,camera,target,I-target
102,3220,điện,target,I-target
102,3220,thoại,target,E-target
103,3220,usb,type,B-type
103,3220,flash,subtype,B-subtype
103,3220,drive,subtype,E-subtype
103,3220,san-disk,brand,B-brand
103,3220,mini,numunit,B-numunit
103,3220,and,name,B-name
103,3220,fashion,name,I-name
103,3220,model,name,E-name
103,3220,usb,type,B-type
103,3220,2,misc,B-misc
103,3220,0,misc,E-misc
103,3220,cz33,name,B-name
103,3220,8gb,numunit,B-numunit
104,3220,eurohome,None,O-None
104,3220,usb,type,B-type
104,3220,lưu,subtype,B-subtype
104,3220,trữ,subtype,I-subtype
104,3220,nhạc,subtype,E-subtype
104,3220,chất,None,O-None
104,3220,lượng,None,O-None
104,3220,cao,None,O-None
104,3220,ô,subtype,B-subtype
104,3220,tô,subtype,E-subtype
104,3220,32gb,numunit,B-numunit
104,3220,carmusic,name,B-name
105,3220,thẻ,type,B-type
105,3220,nhớ,type,E-type
105,3220,32g,numunit,B-numunit
105,3220,tốc,misc,B-misc
105,3220,độ,misc,I-misc
105,3220,cao,misc,I-misc
105,3220,class,misc,I-misc
105,3220,10,misc,E-misc
105,3220,chuyên,target,B-target
105,3220,dụng,target,I-target
105,3220,cho,target,I-target
105,3220,camera,target,I-target
105,3220,ip-,target,I-target
105,3220,điện,target,I-target
105,3220,thoại,target,E-target
105,3220,-,None,O-None
105,3220,thẻ,type,B-type
105,3220,nhớ,type,E-type
105,3220,32g,numunit,B-numunit
106,3220,thẻ,type,B-type
106,3220,nhớ,type,E-type
106,3220,microsd,misc,B-misc
106,3220,remax,brand,B-brand
106,3220,16gb,numunit,B-numunit
106,3220,tốc,misc,B-misc
106,3220,độ,misc,I-misc
106,3220,class,misc,I-misc
106,3220,10,misc,E-misc
106,3220,chuyên,target,B-target
106,3220,dụng,target,I-target
106,3220,cho,target,I-target
106,3220,camera,target,E-target
107,3220,đầu,type,B-type
107,3220,đọc,type,I-type
107,3220,thẻ,type,I-type
107,3220,nhớ,type,E-type
107,3220,điện,subtype,B-subtype
107,3220,thoại,subtype,E-subtype
107,3220,thẻ,type,B-type
107,3220,nhớ,type,E-type
107,3220,sd,misc,B-misc
107,3220,-,None,O-None
107,3220,loại,material,B-material
107,3220,vỏ,material,I-material
107,3220,nhựa,material,E-material
108,3220,hàng,origin,B-origin
108,3220,nhật,origin,E-origin
108,3220,-,None,O-None
108,3220,thẻ,type,B-type
108,3220,nhớ,type,E-type
108,3220,64gb,numunit,B-numunit
108,3220,class,misc,B-misc
108,3220,10,misc,E-misc
108,3220,giá,None,O-None
108,3220,sốc-,None,O-None
108,3220,bảo,numunit,B-numunit
108,3220,hành,numunit,I-numunit
108,3220,5,numunit,I-numunit
108,3220,năm,numunit,E-numunit
109,3220,hộp,type,B-type
109,3220,đựng,type,I-type
109,3220,thuốc,type,I-type
109,3220,y,type,I-type
109,3220,tế,type,E-type
109,3220,3,numunit,B-numunit
109,3220,tầng,numunit,E-numunit
109,3220,cho,target,B-target
109,3220,gia,target,I-target
109,3220,đình,target,E-target
109,3220,buôn,None,O-None
109,3220,sỉ,None,O-None
109,3220,rẻ,None,O-None
110,3220,đầu,type,B-type
110,3220,đọc,type,I-type
110,3220,thẻ,type,I-type
110,3220,nhớ,type,E-type
110,3220,all,None,O-None
110,3220,in,None,O-None
110,3220,one,None,O-None
110,3220,ugreen,brand,B-brand
110,3220,40754,name,B-name
110,3220,cao,None,O-None
110,3220,cấp,None,O-None
110,3220,chuẩn,None,O-None
110,3220,type,misc,B-misc
110,3220,c,misc,E-misc
110,3220,+,None,O-None
110,3220,usb,misc,B-misc
110,3220,3,misc,I-misc
110,3220,0,misc,E-misc
111,3220,thẻ,type,B-type
111,3220,nhớ,type,E-type
111,3220,micro,misc,B-misc
111,3220,sd,misc,E-misc
111,3220,8g,numunit,B-numunit
111,3220,kt,None,O-None
111,3220,chính,origin,B-origin
111,3220,hãng,origin,E-origin
111,3220,có,None,O-None
111,3220,adapter,attach,B-attach
111,3220,giá,None,O-None
111,3220,tốt,None,O-None
112,3220,tủ,type,B-type
112,3220,nhựa,material,B-material
112,3220,ghép,misc,B-misc
112,3220,3,numunit,B-numunit
112,3220,ô,numunit,E-numunit
112,3220,sâu,numunit,B-numunit
112,3220,47cm,numunit,E-numunit
112,3220,tủ,type,B-type
112,3220,lắp,None,O-None
112,3220,cao,numunit,B-numunit
112,3220,110cm,numunit,E-numunit
112,3220,rộng,numunit,B-numunit
112,3220,37cm,numunit,E-numunit
112,3220,sâu,numunit,B-numunit
112,3220,47cm,numunit,E-numunit
112,3220,mẫu,None,O-None
112,3220,bán,None,O-None
112,3220,chạy,None,O-None
112,3220,nhất,None,O-None
112,3220,-,None,O-None
112,3220,được,None,O-None
112,3220,kiểm,None,O-None
112,3220,hàng,None,O-None
113,3220,dock,type,B-type
113,3220,ổ,type,I-type
113,3220,cứng,type,E-type
113,3220,2,misc,B-misc
113,3220,5,misc,E-misc
113,3220,usb,misc,B-misc
